CardCode,CardType,GroupCode,CmpPrivate,Balance,ChecksBal,DNotesBal,OrdersBal,GroupNum,CreditLine,DebtLine,Discount,VatStatus,LicTradNum,DdctStatus,DdctPrcnt,ValidUntil,Chrctrstcs,ExMatchNum,InMatchNum,ListNum,DNoteBalFC,OrderBalFC,DNoteBalSy,OrderBalSy,Transfered,BalTrnsfrd,IntrstRate,Commission,CommGrCode,Free_Text,SlpCode,PrevYearAc,Currency,RateDifAct,BalanceSys,BalanceFC,Protected,AvrageLate,City,County,Country,MailCity,MailCounty,MailCountr,Picture,DflAccount,DflBranch,BankCode,AddID,Pager,FatherCard,CardFName,FatherType,QryGroup1,QryGroup2,QryGroup3,QryGroup4,QryGroup5,QryGroup6,QryGroup7,QryGroup8,QryGroup9,QryGroup10,QryGroup11,QryGroup12,QryGroup13,QryGroup14,QryGroup15,QryGroup16,QryGroup17,QryGroup18,QryGroup19,QryGroup20,QryGroup21,QryGroup22,QryGroup23,QryGroup24,QryGroup25,QryGroup26,QryGroup27,QryGroup28,QryGroup29,QryGroup30,QryGroup31,QryGroup32,QryGroup33,QryGroup34,QryGroup35,QryGroup36,QryGroup37,QryGroup38,QryGroup39,QryGroup40,QryGroup41,QryGroup42,QryGroup43,QryGroup44,QryGroup45,QryGroup46,QryGroup47,QryGroup48,QryGroup49,QryGroup50,QryGroup51,QryGroup52,QryGroup53,QryGroup54,QryGroup55,QryGroup56,QryGroup57,QryGroup58,QryGroup59,QryGroup60,QryGroup61,QryGroup62,QryGroup63,QryGroup64,DdctOffice,CreateDate,UpdateDate,ExportCode,DscntObjct,DscntRel,SPGCounter,SPPCounter,DdctFileNo,SCNCounter,MinIntrst,DataSource,OprCount,ExemptNo,Priority,CreditCard,CrCardNum,CardValid,UserSign,LocMth,validFor,validFrom,validTo,frozenFor,frozenFrom,frozenTo,sEmployed,MTHCounter,BNKCounter,DdgKey,DdtKey,ValidComm,FrozenComm,chainStore,DiscInRet,State1,State2,VatGroup,LogInstanc,ObjType,Indicator,ShipType,DebPayAcct,ShipToDef,Block,MailBlock,Password,ECVatGroup,Deleted,IBAN,DocEntry,FormCode,Box1099,PymCode,BackOrder,PartDelivr,DunnLevel,DunnDate,BlockDunn,BankCountr,CollecAuth,DME,InstrucKey,SinglePaym,ISRBillId,PaymBlock,RefDetails,HouseBank,OwnerIdNum,PyBlckDesc,HousBnkCry,HousBnkAct,HousBnkBrn,ProjectCod,SysMatchNo,VatIdUnCmp,AgentCode,TolrncDays,SelfInvoic,DeferrTax,LetterNum,MaxAmount,FromDate,ToDate,WTLiable,CrtfcateNO,ExpireDate,NINum,AccCritria,WTCode,Equ,HldCode,ConnBP,MltMthNum,TypWTReprt,VATRegNum,RepName,Industry,Business,WTTaxCat,IsDomestic,IsResident,AutoCalBCG,OtrCtlAcct,AliasName,Building,MailBuildi,BoEPrsnt,BoEDiscnt,BoEOnClct,UnpaidBoE,ITWTCode,DunTerm,ChannlBP,DfTcnician,Territory,BillToDef,DpmClear,IntrntSite,LangCode,HousActKey,Profession,CDPNum,DflBankKey,BCACode,UseShpdGd,RegNum,VerifNum,BankCtlKey,HousCtlKey,AddrType,InsurOp347,MailAddrTy,StreetNo,MailStrNo,TaxRndRule,VendTID,ThreshOver,SurOver,VendorOcup,OpCode347,DpmIntAct,ResidenNum,UserSign2,PlngGroup,VatIDNum,Affiliate,MivzExpSts,HierchDdct,CertWHT,CertBKeep,WHShaamGrp,IndustryC,DatevAcct,DatevFirst,GTSRegNum,GTSBankAct,GTSBilAddr,HsBnkSwift,HsBnkIBAN,DflSwift,AutoPost,IntrAcc,FeeAcc,CpnNo,NTSWebSite,DflIBAN,Series,Number,EDocExpFrm,TaxIdIdent,Attachment,AtcEntry,DiscRel,NoDiscount,SCAdjust,DflAgrmnt,GlblLocNum,SenderID,RcpntID,MainUsage,SefazCheck,free312,free313,DateFrom,DateTill,RelCode,OKATO,OKTMO,KBKCode,TypeOfOp,OwnerCode,MandateID,SignDate,Remark1,ConCerti,TpCusPres,RoleTypCod,BlockComm,EmplymntCt,ExcptnlEvt,ExpnPrfFnd,EdrsFromBP,EdrsToBP,CreateTS,UpdateTS,EDocGenTyp,eStreet,eStreetNum,eBuildnNum,eZipCode,eCityTown,eCountry,eDistrict,RepFName,RepSName,RepCmpName,RepFisCode,RepAddID,PECAddr,IPACodePA,PriceMode,EffecPrice,TxExMxVdTp,MerchantID,UseBilAddr,NaturalPer,DPPStatus,EnAddID,EncryptIV,EnDflAccnt,EnDflIBAN,EnERD4In,EnERD4Out,DflCustomr,TspEntry,TspLine,FCERelevnt,U_FOB,U_DfltPrty,U_DelTimeSlot,U_ILeadTime,U_RLeadTime,U_BOY_TB_0,
V00472,S,109,C,0,0,0,0,9,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,7,N,USD,,0,0,N,,Radnor,,US,Radnor,,US,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,20,Y,Y,,,N,,,N,,,-1,-1,,,N,N,PA,PA,,0,2,,,200400,19087,,,,,N,,3465,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,19087,120600,www.nouryon.com,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,20,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,472,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,173451,174118,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00436,C,103,C,0,0,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,LOS ANGELES,,US,LOS ANGELES,,US,,,,-1,,,,,P,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,28,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,CA,,0,2,,,120000,SHIP 90089,,,,,N,,2599,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 90089,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,28,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,436,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,143033,163449,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00171,C,100,C,0,0,0,0,19,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,BONITA SPRINGS,,US,BONITA SPRINGS,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,FL,FL,,0,2,,,120000,SHIP 34134,,,,,N,,2210,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,UNIT 102,,,,,,,,,,,BILL 34134,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,171,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225300,150815,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00513,S,114,C,0,0,0,0,-1,,,,Y,,N,0,,,,,1,0,0,0,0,N,N,,0,0,,-1,N,USD,,0,0,N,,Menifee,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,63,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,,,0,2,,,200400,,,,,,N,,3625,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Main,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,513,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,104325,,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00373,S,109,C,0,0,0,0,13,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,Philadelphia,,US,Brea,USA,US,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,12,Y,Y,,,N,,,N,,,-1,-1,,,N,N,PA,CA,,0,2,,,200400,Michael Wang,,,,,N,,3091,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,NJ,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,373,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,140728,134433,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00086,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,CHICAGO,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,IL,,,0,2,,,200400,,,,,,N,,315,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-60686-0059,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,86,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130816,105308,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00150,C,100,C,9930.48,-144521.21,0,1892.69,13,2500,2500,0,Y,,N,0,,,,,1,0,0,0,1892.69,N,N,0,0,0,,-1,N,USD,,9930.48,0,N,,SYLMAR,,US,SYLMAR,,US,,,,-1,,,,,P,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,CA,,0,2,,1,120000,SHIP 91342,,,,,N,,2189,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 91342,207120,orders@goldburs.com,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,80,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,150,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225257,133403,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00158,C,100,C,0,0,0,0,19,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,BREA,,US,WALNUT,,US,,,,-1,,,,,P,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,CA,,0,2,,,120000,SHIP 91789,,,,,N,,2197,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 92821,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,158,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225258,150812,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00144,C,100,C,0,-1047.2,0,0,13,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,"ACHM AND S DENTAL",-1,N,USD,,0,0,N,,OZONE PARK,,US,OZONE PARK,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,NY,NY,,0,2,,1,120000,SHIP 11416,,,,,N,,2183,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 11416,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,62,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,144,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225257,133345,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00276,S,101,C,0,0,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,11,N,USD,,0,0,N,,WALNUT,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,32,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,,,0,2,,,200400,,,,,,N,,2665,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL TO,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,276,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130129,,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00232,C,100,C,4386.08,-155019.73,0,5228.03,13,2500,2500,0,Y,,N,0,,,,,1,0,0,0,5228.03,N,N,0,0,0,,-1,N,USD,,4386.08,0,N,,GREENVILLE,,US,GREENVILLE,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,NC,NC,,0,2,,1,120000,SHIP 27834,,,,,N,,2271,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 27834,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,6,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,232,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225307,101329,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00219,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,HEFEI,,CN,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,200400,,,,,,N,,448,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-230022,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,219,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130830,105337,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00140,C,100,C,0,0,0,0,19,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,N. HOLLYWOOD,,US,N. HOLLYWOOD,,US,,,,-1,,,,,P,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,CA,,0,2,,,120000,SHIP 91605,,,,,N,,2179,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 91605,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,140,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225256,150808,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00626,C,102,C,20764.57,-126553.69,0,0,1,0,0,0,Y,72-0723948,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,20764.57,0,N,,CARRIERE,,US,CARRIERE,,US,,,,-1,MS 055-10790-8,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,28,Y,Y,,,N,,,N,,,-1,-1,,,N,N,MS,MS,,0,2,,8,120000,SHIP 39426,,,,,N,,3241,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 39426,207120,www.Nowak Dental Supply.com,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,63,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,626,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,160526,134523,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00228,C,100,C,0,-77803.26,0,7780,13,2500,2500,0,Y,,N,0,,,,,1,0,0,0,7780,N,N,0,0,0,,-1,N,USD,,0,0,N,,Turlock,,US,TURLOCK,,US,,,,-1,,,,,P,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,CA,,0,2,,8,120000,SHIP 95382,,,,,N,,2267,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 95382,207120,www.pirotrading.com,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,89,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,228,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225306,144758,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00021,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,CLEVELAND,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,OH,,,0,2,,,200400,,,,,,N,,250,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-44101-1939,120600,WWW.AMTRUSTNORTHAMERICA.COM,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,21,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130808,105254,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00351,S,101,C,0,0,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,17,N,USD,,0,0,N,,WESTMINSTER,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,0,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,49,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,,,0,2,,,200400,,STE F14,,,,N,,3002,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL TO,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,49,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,351,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,170905,100654,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
