ItemCode,Item Description,Category
AP1-15-31,Size 15 Blades for Reciprocate 1 21 mm files,Endodontic
AP1-20-21,Size 20 Blades for Reciprocate 1 21 mm files,Endodontic
AP1-20-25,Size 20 Blades for Reciprocate 1 25 mm files,Endodontic
AP1-20-31,Size 20 Blades for Reciprocate 1 31 mm files,Endodontic
AP1-25-21,Size 25 Blades for Reciprocate 1 21 mm files,Endodontic
AP1-25-25,Size 25 Blades for Reciprocate 1 25 mm files,Endodontic
AP1-25-31,Size 25 Blades for Reciprocate 1 31 mm files,Endodontic
AP1-35-21,Size 35 Blades for Reciprocate 1 21 mm files,Endodontic
AP1-35-25,Size 35 Blades for Reciprocate 1 25 mm files,Endodontic
AP1-35-31,Size 35 Blades for Reciprocate 1 31 mm files,Endodontic
AP1-45-21,Size 45 Blades for Reciprocate 1 21 mm files,Endodontic
AP1-45-25,Size 45 Blades for Reciprocate 1 25 mm files,Endodontic
AP1-45-31,Size 45 Blades for Reciprocate 1 31 mm files,Endodontic
AP1-GP-25,Blades for US ENDO,Endodontic
ASIGA FLASH,ASIGA FLASH,3D Resin
ASMB-100,Oscillating AntiSplatr Mini Oscillating Disposable Prophy Angle Tapered Brush Cup,Preventive
ASMF-100,Oscillating AntiSplatr Mini Oscillating Disposable Prophy Angle Firm Cup White,Preventive
ASMS-100,Oscillating AntiSplatr Mini Oscillating Disposable Prophy Angle Soft Cup Pink,Preventive
ASR-001,AEROSIL 202,Raw Mats and Spares
ASS-102481-CASE,"HP Mixing Tips, Brown/Clear Straight End Ml 2.5-08-D",Cosmetic&Restoration
ASS-110351,"HP Mixing Tips, Blue (Orange Inside)",Impression & Accs
ASS-110351BULK,"HP Mixing Tips, C&B 10:1/4:1, Light Blue/Orange",Impression & Accs
ASS-110352,"HP Mixing Tips, Blue (Orange Inside)",Impression & Accs
ASS-3001451HS,"Mixing Tips, Automix Brown",Impression & Accs
ASS-5134-605,"Bur Carbide, FG57",Bur
ASS-5134-678,"Bur Carbide, FG169L",Bur
ASS-5134-785,"Bur Carbide, FG35",Bur
ASS-5135-060,"Bur Carbide, FG7903, T/F",Bur
ASS-5135-113,"Bur Carbide, FG7104, T/F",Bur
ASS-5135-122,"Bur Carbide, FG7404, T/F",Bur
ASS-5135-131,"Bur Carbide, FG7406, T/F",Bur
ASS-5135-140,"Bur Carbide, FG7408, T/F",Bur
ASS-5135-159,"Bur Carbide, FG7901, T/F",Bur
ASS-5135-168,"Bur Carbide, FG7902, T/F",Bur
ASS-5135-177,"Bur Carbide, FG7903, T/F",Bur
ASS-5135-186,"Bur Carbide, FG330, Pear",Bur
ASS-5135-195,"Bur Carbide, FG557",Bur
ASS-5135-202,"Bur Carbide, FG245",Bur
ASS-5135-211,"Bur Carbide, FG4, Round",Bur
ASS-5135-220,"Bur Carbide, FG2, Round",Bur
ASS-5135-239,"Bur Carbide, FG6, Round",Bur
ASS-5135-248,"Bur Carbide, FG8, Round",Bur
ASS-5135-257,"Bur Carbide, FG556",Bur
ASS-5135-266,"Bur Carbide, FGSS330",Bur
ASS-5135-284,"Bur Carbide, FG331, Pear",Bur
ASS-5135-293,"Bur Carbide, FG558",Bur
ASS-5135-300,"Bur Carbide, FG1557",Bur
ASS-5135-319,"Bur Carbide, FG35",Bur
ASS-5135-328,"Bur Carbide, FGSS557",Bur
ASS-5135-337,"Bur Carbide, FG701",Bur
ASS-5135-346,"Bur Carbide, FGSS245",Bur
ASS-5135-355,"Bur Carbide, FG169",Bur
ASS-5135-364,"Bur Carbide, FG34",Bur
ASS-5135-373,"Bur Carbide, RA1, Round",Bur
ASS-5135-391,"Bur Carbide, RA2, Round",Bur
ASS-5135-408,"Bur Carbide, RA3, Round",Bur
ASS-5135-417,"Bur Carbide, RA4, Round",Bur
ASS-5135-426,"Bur Carbide, RA5, Round",Bur
ASS-5135-435,"Bur Carbide, RA6, Round",Bur
ASS-5135-453,"Bur Carbide, RA8, Round",Bur
ASS-5135-462,"Bur Carbide, RA35",Bur
ASS-5135-471,"Bur Carbide, RA37",Bur
ASS-5135-622,"Bur Carbide, RA1, Round",Bur
ASS-5135-631,"Bur Carbide, RA2, Round",Bur
ASS-5135-640,"Bur Carbide, RA3, Round",Bur
ASS-5135-659,"Bur Carbide, RA4, Round",Bur
ASS-5135-668,"Bur Carbide, RA5, Round",Bur
ASS-5135-677,"Bur Carbide, RA6, Round",Bur
ASS-5135-695,"Bur Carbide, RA8, Round",Bur
ASS-5135-702,"Bur Carbide, RA35",Bur
ASS-5135-711,"Bur Carbide, RA37",Bur
ASS-5135-720,"Bur Carbide, RA557",Bur
ASS-5135-739,"Bur Carbide, FG330, Pear",Bur
ASS-5135-748,"Bur Carbide, FG57",Bur
ASS-5135-757,"Bur Carbide, FG56",Bur
ASS-5135-766,"Bur Carbide, FG245",Bur
ASS-5135-775,"Bur Carbide, FG1157",Bur
ASS-5135-784,"Bur Carbide, FG1558",Bur
ASS-5135-793,"Bur Carbide, FG1158",Bur
ASS-5135-800,"Bur Carbide, FG33 1/2",Bur
ASS-5135-819,"Bur Carbide, FG169L",Bur
ASS-5135-828,"Bur Carbide, FG37",Bur
ASS-5135-837,"Bur Carbide, FG557",Bur
ASS-5135-846,"Bur Carbide, FG4, Round",Bur
ASS-5135-855,"Bur Carbide, FG6, Round",Bur
ASS-5135-864,"Bur Carbide, FGSS330",Bur
ASS-5135-873,"Bur Carbide, FG2, Round",Bur
ASS-5135-882,"Bur Carbide, FGSS35",Bur
ASS-5135-891,"Bur Carbide, FG558",Bur
ASS-5135-908,"Bur Carbide, FG556",Bur
ASS-5135-917,"Bur Carbide, FG35",Bur
ASS-5135-926,"Bur Carbide, FG170",Bur
ASS-5135-935,"Bur Carbide, FG331, Pear",Bur
ASS-5135-944,"Bur Carbide, FG1557",Bur
ASS-5135-953,"Bur Carbide, FG329, Pear",Bur
ASS-5135-962,"Bur Carbide, FG171",Bur
ASS-5135-971,"Bur Carbide, FGSS557",Bur
ASS-5135-980,"Bur Carbide, FGSS245",Bur
ASS-5135-999,"Bur Carbide, FG701",Bur
ASS-5136-005,"Bur Carbide, FG169",Bur
ASS-5136-014,"Bur Carbide, FG34",Bur
ASS-5136-023,"Bur Carbide, FG8, Round",Bur
ASS-ADPD-123,"Advance, C&B Prompt 10:1, Advance Temp C&B Refill A1 10:1 50Ml Adv 1000121",Cosmetic&Restoration
ASS-ADPD-124,"Advance, C&B Prompt 10:1, Advance Temp C&B Refill A2 10:1 50Ml Adv 1000122",Cosmetic&Restoration
ASS-ADPD-125,"Advance, C&B Prompt 10:1, Advance Temp C&B Refill A3 10:1 50Ml Adv 1000123",Cosmetic&Restoration
ASS-BENPD-250,"Mix Tips, High Performance, Yellow",Impression & Accs
ASS-BENPD-255,"Mix Tips, High Performance, Teal",Impression & Accs
ASS-BENTM-250,"Material Saver, Mix Tips, Yellow",Impression & Accs
ASS-BENTM-255,"Material Saver, Mix Tips, Teal",Impression & Accs
ASS-BENTM-265,"Material Saver, Mix Tips, Pink",Impression & Accs
ASS-BENTM-267,Temp Cement Tips,Impression & Accs
ASS-BENTM-268,"Material Saver, C And B Mix Tips",Impression & Accs
ASS-CI-FG1557-10,"FG, Carbide Bur",Bur
ASS-CI-FG1558-10,"FG, Carbide Bur",Bur
ASS-CI-FG1931-5,"T&F, Bur No.7-Series (12-Bladed)",Bur
ASS-CI-FG1958-5,Carbide Bur Straight Fissure Crosscut,Bur
ASS-CI-FG330-10,"FG330, Carbide Bur",Bur
ASS-CI-FG7006-3,"T&F, Bur 7-Series (12-Bladed)",Bur
ASS-CI-FG7283-3,"T&F, Bur 7-Series (12-Bladed)",Bur
ASS-CI-FG7802-3,"T&F, Bur 7-Series (12-Bladed)",Bur
ASS-CI-FG7803-3,"T&F, Bur 7-Series (12-Bladed)",Bur
ASS-CI-FG7901-3,"T&F, Bur 7-Series (12-Bladed)",Bur
ASS-CI-FG7902-3,"T&F, Bur 7-Series (12-Bladed)",Bur
ASS-CI-FG9406-3,"FG9406, Carbide Bur",Bur
ASS-CI-FG9714-3,Fine Finishing Bur 9-Series (30-Bladed),Bur
ASS-DHP-PD-121,"DHP, C&B 1:1 Cartrige Of 76G, Material And 15 Mixing Tips, A2",Cosmetic&Restoration
ASS-DHP-PD-211-50,"DHP, Blue Mixing Tips Refill",Impression & Accs
ASS-DPD-120,"C&B 1:1 Cartrige Of 76G, Material And 15 Mixing Tips, A/B1",Cosmetic&Restoration
ASS-DPD-121,"C&B 1:1 Cartrige Of 76G, Material And 15 Mixing Tips, A2",Cosmetic&Restoration
ASS-DPD-122,"C&B 1:1 Cartrige Of 76G, Material And 15 Mixing Tips, A3",Cosmetic&Restoration
ASS-DPD-130,"Darby, Temporary Cement, 1 x 6 gm, 15 brown mixing tips & 1 gm releasing agent",Impression & Accs
ASS-DPD-131,"Temporary Cement Tips, Brown,1:1, Clear Tip",Endodontic
ASS-DPD-156-48,"Darby, T-Mix Permanent Cement Tips, Brown, Black Tip",Impression & Accs
ASS-DPD-157-48,"Darby, T-Mix Temporary Cement Tips, Brown, 1:1, Clear Tip",Impression & Accs
ASS-DPD-211-50,"Mixing Tip, Blue, Refill",Impression & Accs
ASS-DPD-250,"Mixing Tip, 4.2 mm, Yellow",Impression & Accs
ASS-DPD-255,"Mixing Tip, 6.5 mm, Aqua",Impression & Accs
ASS-DPD-260,"Mixing Tip, 7.5 mm, Purple",Impression & Accs
ASS-DPD-265,"Mixing Tip, 5.4 mm, Pink",Impression & Accs
ASS-DTM-268,"T-Mix, Crown & Bridge Mix Tip, 10:1/4:1, Blue & Orange,",Impression & Accs
ASS-DTM-269,"T-Mix, Crown & Bridge Mix Tip, 1:1 Blue/White",Impression & Accs
ASS-FG1/2-10,"Pac-Dent, FG Carbide Bur, FG1/2",Bur
ASS-FG1/4-10,"Pac-Dent, FG Carbide Bur, FG1/4",Bur
ASS-FG1-10,"Pac-Dent, FG Carbide Bur, FG1",Bur
ASS-FG1157-10,"Pac-Dent, FG Carbide Bur, FG1157",Bur
ASS-FG1158/10,"Pac-Dent, FG Carbide Bur, FG1158",Bur
ASS-FG1158-10,"Pac-Dent, FG Carbide Bur, FG1158",Bur
ASS-FG1556-10,"Pac-Dent, FG Carbide Bur, FG1556",Bur
ASS-FG1557-10,"Pac-Dent, FG Carbide Bur, FG1557",Bur
ASS-FG1558-10,"Pac-Dent, FG Carbide Bur, FG1558",Bur
ASS-FG167-10,"Pac-Dent, FG Carbide Bur, FG167",Bur
ASS-FG169-10,"Pac-Dent, FG Carbide Bur, FG169",Bur
ASS-FG169L-10,"Pac-Dent, FG Carbide Bur, FG169L",Bur
ASS-FG170-10,"Pac-Dent, FG Carbide Bur, FG170",Bur
ASS-FG170L-10,"Pac-Dent, FG Carbide Bur, FG170L",Bur
ASS-FG2-10,"Pac-Dent, FG Carbide Bur, FG2",Bur
ASS-FG245-10,"Pac-Dent, FG Carbide Bur, FG245",Bur
ASS-FG256-10,"Pac-Dent, FG Carbide Bur, FG256",Bur
ASS-FG3-10,"Pac-Dent, FG Carbide Bur, FG3",Bur
ASS-FG329-10,"Pac-Dent, FG Carbide Bur, FG329",Bur
ASS-FG33 1/2-10,"Pac-Dent, FG Carbide Bur, FG33 1/2",Bur
ASS-FG330-10,"Pac-Dent, FG Carbide Bur, FG330",Bur
ASS-FG331-10,"Pac-Dent, FG Carbide Bur, FG331",Bur
ASS-FG332-10,"Pac-Dent, FG Carbide Bur, FG332",Bur
ASS-FG34-10,"Pac-Dent, FG Carbide Bur, FG34",Bur
ASS-FG35-10,"Pac-Dent, FG Carbide Bur, FG35",Bur
ASS-FG37-10,"Pac-Dent, FG Carbide Bur, FG37",Bur
ASS-FG4-10,"Pac-Dent, FG Carbide Bur, FG4",Bur
ASS-FG556-10,"Pac-Dent, FG Carbide Bur, FG556",Bur
ASS-FG557-10,"Pac-Dent, FG Carbide Bur, FG557",Bur
ASS-FG557L-10,"Pac-Dent, FG Carbide Bur, FG557L",Bur
ASS-FG558-10,"Pac-Dent, FG Carbide Bur, FG558",Bur
ASS-FG558L-10,"Pac-Dent, FG Carbide Bur, FG558L",Bur
ASS-FG559-10,"Pac-Dent, FG Carbide Bur, FG559",Bur
ASS-FG56-10,"Pac-Dent, FG Carbide Bur, FG56",Bur
ASS-FG57-10,"Pac-Dent, FG Carbide Bur, FG57",Bur
ASS-FG6-10,"Pac-Dent, FG Carbide Bur, FG6",Bur
ASS-FG699-10,"Pac-Dent, FG Carbide Bur, FG699",Bur
ASS-FG699L-10,"Pac-Dent, FG Carbide Bur, FG699L",Bur
ASS-FG700L-10,"Pac-Dent, FG Carbide Bur, FG700L, Clinic Pack",Bur
ASS-FG701-10,"Pac-Dent, FG Carbide Bur, FG701",Bur
ASS-FG701L-10,"Pac-Dent, FG Carbide Bur, FG701L",Bur
ASS-FG702-10,"Pac-Dent, FG Carbide Bur, FG702",Bur
ASS-FG703-10,"Pac-Dent, FG Carbide Bur, FG703",Bur
ASS-FG8-10,"Pac-Dent, FG Carbide Bur, FG8",Bur
ASS-FGOS1-10,"Pac-Dent, FG Surgical Carbide Bur, FGOS1",Bur
ASS-FGOS1557-10,"Pac-Dent, FG Surgical Carbide Bur, FGOS1557",Bur
ASS-FGOS2-10,"Pac-Dent, FG Surgical Carbide Bur, FGOS2",Bur
ASS-FGOS4-10,"Pac-Dent, FG Surgical Carbide Bur, FGOS4",Bur
ASS-FGOS557-10,"Pac-Dent, FG Surgical Carbide Bur, FGOS557",Bur
ASS-FGOS558-10,"Pac-Dent, FG Surgical Carbide Bur, FGOS558",Bur
ASS-FGOS6-10,"Pac-Dent, FG Surgical Carbide Bur, FGOS6",Bur
ASS-FGOS701-10,"Pac-Dent, FG Surgical Carbide Bur, FGOS701",Bur
ASS-FGOS702-10,"Pac-Dent, FG Surgical Carbide Bur, FGOS702",Bur
ASS-FGOS703-10,"Pac-Dent, FG Surgical Carbide Bur, FGOS703",Bur
ASS-FGOS8-10,"Pac-Dent, FG Surgical Carbide Bur, FGOS8",Bur
ASS-FGSS169-10,"Pac-Dent, FG Carbide Bur, FGSS169, Short Shank",Bur
ASS-FGSS245-10,"Pac-Dent, FG Carbide Bur, FGSS245, Short Shank",Bur
ASS-FGSS330-10,"Pac-Dent, FG Carbide Bur, FGSS330, Short Shank",Bur
ASS-FGSS331-10,"Pac-Dent, FG Carbide Bur, FGSS331, Short Shank",Bur
ASS-FGSS35-10,"Pac-Dent, FG Carbide Bur, FGSS35, Short Shank",Bur
ASS-FGSS4-10,"Pac-Dent, FG Carbide Bur, FGSS4, Short Shank",Bur
ASS-FGSS556-10,"Pac-Dent, FG Carbide Bur, FGSS556, Short Shank",Bur
ASS-FGSS557-10,"Pac-Dent, FG Carbide Bur, FGSS557, Short Shank",Bur
ASS-FGSS558-10,"Pac-Dent, FG Carbide Bur, FGSS558, Short Shank",Bur
ASS-FGSS56-10,"Pac-Dent, FG Carbide Bur, FGSS56, Short Shank",Bur
ASS-HP10-10,"Pac-Dent, HP Carbide Bur, HP10",Bur
ASS-HP1-10,"Pac-Dent, HP Carbide Bur, HP1",Bur
ASS-HP1557-10,"Pac-Dent, HP Carbide Bur, HP1557",Bur
ASS-HP4-10,"Pac-Dent, HP Carbide Bur, HP4",Bur
ASS-HP8-10,"Pac-Dent, HP Carbide Bur, HP8",Bur
ASS-MW110352,"Blue (Orange Inside), 002-0029",Impression & Accs
ASS-MW-PD-123,"C&B 10:1, 50 Ml (75Gm), Shade: A1, 10 Mixing Tips, 002-0025",Cosmetic&Restoration
ASS-MW-PD-124,"C&B 10:1, 50 Ml (75Gm), Shade: A2, 10 Mixing Tips, 002-0026",Cosmetic&Restoration
ASS-MW-PD-125,"C&B 10:1, 50 Ml (75 Gm), Shade: A3, 10 Mixing Tips, 002-0027",Cosmetic&Restoration
ASS-MWPD-152,"Midway, HP Mixing Tips Brown",Cosmetic&Restoration
ASS-MWPD-250,"Yellow, 4.2mm, 002-0340",Impression & Accs
ASS-MWPD-255,"Teal, 6.5 mm, 002-0338",Impression & Accs
ASS-MWPD-260,"Purple, 7.5mm, 002-0337",Impression & Accs
ASS-MWPD-265,"Pink, 5.4Mm, 002-0339",Impression & Accs
ASS-MWTM-255/48,"Teal, T-Mixing Tips, 6.5 mm",Impression & Accs
ASS-NDC-110351,"Quala Temp, Crown/Bridge Mix Tip, Blu, 3.2mm",Impression & Accs
ASS-NDC-PD-152,"Quala Temp, Cement Mixing Tip, Brown, 2.5mm",Impression & Accs
ASS-NDC-PD-250,"Quala, HP Mixing Tip, Yellow, 4.2mm",Impression & Accs
ASS-NDC-PD-255,"Quala, HP Mixing Tip, Teal, 6.5mm",Impression & Accs
ASS-NDC-PD-260,"Quala, HP Mixing Tip, Purp, 7.5mm",Impression & Accs
ASS-PA110351,Mix Tip HP - Blue & Orange,Impression & Accs
ASS-PAPD-118T,"Dynamic Mix Tip, Yellow",Impression & Accs
ASS-PAPD-152,Mix Tip HP- Brown,Impression & Accs
ASS-PAPD-220,"IntraOral Tip - Small, Clear",Impression & Accs
ASS-PAPD-221,"IntraOral Tip - Large, White",Impression & Accs
ASS-PAPD-225,IntraOral Tip HP - Yellow,Impression & Accs
ASS-PAPD-250,Mix Tip HP 4.2 - Yellow,Impression & Accs
ASS-PAPD-255,Mix Tip HP 6.5 - Green,Impression & Accs
ASS-PAPD-260,Mix Tip HP 7.5 - Purple,Impression & Accs
ASS-PAPD-265,Mix Tip HP 5.2 - Pink,Impression & Accs
ASS-PATM-250-48,"Mix Tip New-T Mixer, Yellow",Impression & Accs
ASS-PATM-255-48,"Mix Tip New-T Mixer, Green",Impression & Accs
ASS-PATM-265-48,"Mix Tip New-T-Mixer, Pink",Impression & Accs
ASS-PATM-268-50,Mix Tip New-T-Blue & Orange,Impression & Accs
ASS-PD-118T,"iMix Dynamic Mixing Tip, Yellow",Impression & Accs
ASS-PD-123CG,Cargus C&B 10:1 50 Ml (75Gm) Shade: A1 10 Mixing Tips-Cargus,Cosmetic&Restoration
ASS-PD-124CG,Cargus C&B 10:1 50 Ml (75Gm) Shade: A2 10 Mixing Tips-Cargus,Cosmetic&Restoration
ASS-PD-125CG,Cargus C&B 10:1 50 Ml (75Gm) Shade: A3 10 Mixing Tips-Cargus,Cosmetic&Restoration
ASS-PD-131,"Pac-Dent, HP Mixing Tips, 1:1 Brown/Clear Pointed End",Impression & Accs
ASS-PD-131-BULK,"Pac-Dent, HP Mixing Tips, 1:1 Brown/Clear Pointed End",Impression & Accs
ASS-PD-135-4,"Pac-Dent, Light Body, 4 X 50Ml Cartridges",Impression & Accs
ASS-PD-139,"Pac-Dent, HP Mixing Tips, 1:1 Brown Mixing Tip, Taper End, (Shorter Than PD-131)",Impression & Accs
ASS-PD-140-4,"Pac-Dent, Regular Body, 4 X 50Ml Cartridges",Impression & Accs
ASS-PD-2,"Pac-Dent, PD-2 Compare to GW2 (SSWhite®)",Bur
ASS-PD-211-25,"Pac-Dent, HP Mixing Tips, Blue, 1:1, Short W/Tapered End",Impression & Accs
ASS-PD-211-50,"Pac-Dent, HP Mixing Tips, Blue, 1:1, Short W/Tapered End",Impression & Accs
ASS-PD-250,"Pac-Dent, HP Mixing Tips, 4.2 mm, Yellow",Impression & Accs
ASS-PD-250BULK,"Pac-Dent, HP Mixing Tips, Yellow, 4.2mm",Cosmetic&Restoration
ASS-PD-255,"Pac-Dent, HP Mixing Tips, 6.5 mm, Teal",Impression & Accs
ASS-PD-255BULK,"Pac-Dent, HP Mixing Tips, Teal, 6.5mm",Cosmetic&Restoration
ASS-PD-260,"Pac-Dent, HP Mixing Tips, 7.5 mm, Purple",Impression & Accs
ASS-PD-265,"Pac-Dent, HP Mixing Tips, 5.4 mm, Pink",Impression & Accs
ASS-PD-F1111G-CS,"1:1, compares to MixPac®  green mixing tip",Cosmetic&Restoration
ASS-PQTF7104-25,"Pearson PQ, Finishing Bur, TF7104",Bur
ASS-PQTF7664-25,"Pearson PQ, Finishing Bur, TF7664",Bur
ASS-PVFG1/2-10,"Pearson Vivid, Xtreme Cut, FG1/2",Bur
ASS-PVFG1557-10,"Pearson Vivid, Xtreme Cut, FG15577",Bur
ASS-PVFG331/2-10,"Pearson Vivid, Xtreme Cut, FG33 1/2",Bur
ASS-PVFG332-10,"Pearson Vivid, Xtreme Cut, FG332",Bur
ASS-PVFG8-10,"Pearson Vivid, Xtreme Cut, FG8",Bur
ASS-PVFGOS2-10,"Pearson Vivid, Xtreme Cut, Surgical FGOS2",Bur
ASS-PVFGOS4-10,"Pearson Vivid, Xtreme Cut, Surgical FGOS4",Bur
ASS-PVFGOS557-10,"Pearson Vivid, Xtreme Cut, Surgical FGOS557",Bur
ASS-PVFGOS702-10,"Pearson Vivid, Xtreme Cut, Surgical FGOS702",Bur
ASS-PVFGSS557-10,"Pearson Vivid, Xtreme Cut, FGSS557",Bur
ASS-PVPD-1-5,"Pearson Vivid, Crown Cutting Bur, PD-1",Bur
ASS-PVRA1/4-10,"Pearson Vivid, Xtreme Cut, RA1/4",Bur
ASS-PVRA2-10,"Pearson Vivid, Xtreme Cut, RA2",Bur
ASS-PVRA4-10,"Pearson Vivid, Xtreme Cut, RA4",Bur
ASS-PVRA6-10,"Pearson Vivid, Xtreme Cut, RA6",Bur
ASS-PVRA8-10,"Pearson Vivid, Xtreme Cut, RA8",Bur
ASS-PVTF7404-5,"Pearson Vivid, UltRA Finisher TF7404",Bur
ASS-PVTF7408-5,"Pearson Vivid, UltRA Finisher TF7408",Bur
ASS-PVTF7901-5,"Pearson Vivid, UltRA Finisher TF7901",Bur
ASS-PVTF9903-5,"Pearson Vivid, UltRA Finisher TF9903",Bur
ASS-RA1/2-10,"Pac-Dent, Latch-Type Carbide Bur, RA1/2",Bur
ASS-RA1/4-10,"Pac-Dent, Latch-Type Carbide Bur, RA1/4",Bur
ASS-RA1-10,"Pac-Dent, Latch-Type Carbide Bur, RA1",Bur
ASS-RA2-10,"Pac-Dent, Latch-Type Carbide Bur, RA2",Bur
ASS-RA3-10,"Pac-Dent, Latch-Type Carbide Bur, RA3",Bur
ASS-RA34-10,"Pac-Dent, Latch-Type Carbide Bur, RA34",Bur
ASS-RA4-10,"Pac-Dent, Latch-type Carbide Bur, RA4",Bur
ASS-RA5-10,"Pac-Dent, Latch-Type Carbide Bur, RA5",Bur
ASS-RA6-10,"Pac-Dent, Latch-Type Carbide Bur, RA6",Bur
ASS-RA700-10,"Pac-Dent, Latch-Type Carbide Bur, RA700",Bur
ASS-RA8-10,"Pac-Dent, Latch-Type Carbide Bur, RA8",Bur
ASS-RAOS2-10,"Pac-Dent, Latch-Type Carbide Bur, RAOS2",Bur
ASS-RAOS4-10,"Pac-Dent, Latch-Type Carbide Bur, RAOS4",Bur
ASS-RAOS6-10,"Pac-Dent, Latch-Type Carbide Bur, RAOS6",Bur
ASS-RAOS8-10,"Pac-Dent, Latch-Type Carbide Bur, RAOS8",Bur
ASS-SOFG1/2-10,"Scott Maxcut, Carbide Bur, FG1/2",Bur
ASS-SOFG1/4-10,"Scott Maxcut, Carbide Bur, FG1/4",Bur
ASS-SOFG1-10,"Scott Maxcut, Carbide Bur, FG1",Bur
ASS-SOFG1156-100,"Scott Maxcut, Carbide Bur, FG1156",Bur
ASS-SOFG1157-10,"Scott Maxcut, Carbide Bur, FG1157",Bur
ASS-SOFG1158-100,"Scott Maxcut, Carbide Bur, FG1158",Bur
ASS-SOFG1556-100,"Scott Maxcut, Carbide Bur, FG1556",Bur
ASS-SOFG1557-100,"Scott Maxcut, Carbide Bur, FG1557",Bur
ASS-SOFG1558-10,"Scott Maxcut, Carbide Bur, FG1558",Bur
ASS-SOFG1558-100,"Scott Maxcut, Carbide Bur, FG1558",Bur
ASS-SOFG169-100,"Scott Maxcut, Carbide Bur, FG169",Bur
ASS-SOFG169L-10,"Scott Maxcut, Carbide Bur, Long Shank, FG169L",Bur
ASS-SOFG170L-10,"Scott Maxcut, Carbide Bur, Long Shank, FG170L",Bur
ASS-SOFG2-10,"Scott Maxcut, Carbide Bur, FG2",Bur
ASS-SOFG2-100,"Scott Maxcut, Carbide Bur, FG2",Bur
ASS-SOFG245-10,"Scott Maxcut, Carbide Bur, FG245",Bur
ASS-SOFG245-100,"Scott Maxcut, Carbide Bur, FG245",Bur
ASS-SOFG330-10,"Scott Maxcut, Carbide Bur, FG330",Bur
ASS-SOFG330-100,"Scott Maxcut, Carbide Bur, FG330",Bur
ASS-SOFG331-10,"Scott Maxcut, Carbide Bur, FG331",Bur
ASS-SOFG331-100,"Scott Maxcut, Carbide Bur, FG331",Bur
ASS-SOFG332-100,"Scott Maxcut, Carbide Bur, FG332",Bur
ASS-SOFG34-10,"Scott Maxcut, Carbide Bur, FG34",Bur
ASS-SOFG34-100,"Scott Maxcut, Carbide Bur, FG34",Bur
ASS-SOFG35-100,"Scott Maxcut, Carbide Bur, FG35",Bur
ASS-SOFG37-100,"Scott Maxcut, Carbide Bur, FG37",Bur
ASS-SOFG4-10,"Scott Maxcut, Carbide Bur, FG4",Bur
ASS-SOFG4-100,"Scott Maxcut, Carbide Bur, FG4",Bur
ASS-SOFG556-10,"Scott Maxcut, Carbide Bur, FG556",Bur
ASS-SOFG556-100,"Scott Maxcut, Carbide Bur, FG556",Bur
ASS-SOFG557-10,"Scott Maxcut, Carbide Bur, FG557",Bur
ASS-SOFG557-100,"Scott Maxcut, Carbide Bur, FG557",Bur
ASS-SOFG558-10,"Scott Maxcut, Carbide Bur, FG558",Bur
ASS-SOFG558-100,"Scott Maxcut, Carbide Bur, FG558",Bur
ASS-SOFG56-100,"Scott Maxcut, Carbide Bur, FG56",Bur
ASS-SOFG6-10,"Scott Maxcut, Carbide Bur, FG6",Bur
ASS-SOFG6-100,"Scott Maxcut, Carbide Bur, FG6",Bur
ASS-SOFG700-10,"Scott Maxcut, Carbide Bur, FG700",Bur
ASS-SOFG700L-10,"Scott Maxcut, Carbide Bur, FG701L, Long Shank",Bur
ASS-SOFG701-10,"Scott Maxcut, Carbide Bur, FG701",Bur
ASS-SOFG701L-10,"Scott Maxcut, Carbide Bur, FG701L, Long Shank",Bur
ASS-SOFG8-10,"Scott Maxcut, Carbide Bur, FG8",Bur
ASS-SOFG8-100,"Scott Maxcut, Carbide Bur, FG8",Bur
ASS-SOFGOS1557-10,"Scott Maxcut, Carbide Bur, Surgical, FGOS1557",Bur
ASS-SOFGOS557-10,"Scott Maxcut, Carbide Bur, Surgical, FGOS1557",Bur
ASS-SOFGOS6-10,"Scott Maxcut, Carbide Bur, Surgical, FGOS6",Bur
ASS-SOFGOS701-10,"Scott Maxcut, Carbide Bur, Surgical, FGOS701",Bur
ASS-SOFGOS702-10,"Scott Maxcut, Carbide Bur, Surgical, FGOS702",Bur
ASS-SOFGOS8-10,"Scott Maxcut, Carbide Bur, Surgical, FGOS8",Bur
ASS-SOFGSS245-100,"Scott Maxcut, Carbide Bur, Short Shank, FGSS245",Bur
ASS-SOFGSS330-100,"Scott Maxcut, Carbide Bur, Short Shank, FGSS330",Bur
ASS-SOFGSS331-10,"Scott Maxcut, Carbide Bur, Short Shank, FGSS331",Bur
ASS-SOFGSS557-10,"Scott Maxcut, Carbide Bur, Short Shank, FGSS557",Bur
ASS-SOFGSS557-100,"Scott Maxcut, Carbide Bur, Short Shank, FGSS557",Bur
ASS-SORA2-10,"Scott Maxcut, Carbide Bur, RA2",Bur
ASS-SORA2-100,"Scott Maxcut, Carbide Bur, RA2",Bur
ASS-SORA34-10,"Scott Maxcut, Carbide Bur, RA34",Bur
ASS-SORA35-10,"Scott Maxcut, Carbide Bur, RA35",Bur
ASS-SORA4-10,"Scott Maxcut, Carbide Bur, RA4",Bur
ASS-SORA4-100,"Scott Maxcut, Carbide Bur, RA4",Bur
